	match_id	p1_be	p1_bw	p1_fe	p1_fw	p1_unforced_errors	p1_winners	p2_be	p2_bw	p2_fe	p2_fw	p2_unforced_errors	p2_winners
195	19970126-M-Australian_Open-F-Pete_Sampras-Carlos_Moya	6	6	15	18	21.0	24.0	7	3	10	6	17.0	9.0
196	19970323-M-Miami_Masters-F-Sergi_Bruguera-Thomas_Muster	26	6	16	17	42.0	23.0	11	0	16	13	27.0	13.0
197	19970518-M-Rome_Masters-F-Alex_Corretja-Marcelo_Rios	10	3	14	15	24.0	18.0	30	11	24	25	54.0	36.0
198	19970608-M-Roland_Garros-F-Sergi_Bruguera-Gustavo_Kuerten	10	10	8	14	18.0	24.0	12	9	18	31	30.0	40.0
199	19970706-M-Wimbledon-F-Cedric_Pioline-Pete_Sampras	11	9	7	6	18.0	15.0	7	12	6	8	13.0	20.0
200	19970803-M-Canada_Masters-F-Chris_Woodruff-Gustavo_Kuerten	8	9	9	17	17.0	26.0	10	5	9	8	19.0	13.0
201	19970905-M-US_Open-SF-Michael_Chang-Patrick_Rafter	8	10	8	4	16.0	14.0	16	12	10	24	26.0	36.0
202	19970907-M-US_Open-F-Patrick_Rafter-Greg_Rusedski	10	10	6	26	16.0	36.0	11	5	9	10	20.0	15.0
203	19970923-M-Grand_Slam_Cup-QF-Pete_Sampras-Jonas_Bjorkman	7	5	8	12	15.0	17.0	6	4	8	3	14.0	7.0
204	19971020-M-Stuttgart_Masters-R32-Pete_Sampras-Magnus_Gustafsson	4	3	9	9	13.0	12.0	3	4	2	8	5.0	12.0
205	19971027-M-Paris_Masters-SF-Pete_Sampras-Yevgeny_Kafelnikov	10	5	11	13	21.0	18.0	10	8	11	5	21.0	13.0
206	19971102-M-Paris_Masters-F-Pete_Sampras-Jonas_Bjorkman	12	12	13	9	25.0	21.0	11	15	7	13	18.0	28.0
207	19971110-M-Tour_Finals-RR-Patrick_Rafter-Pete_Sampras	5	7	1	4	6.0	11.0	4	13	2	6	6.0	19.0
208	19971110-M-Tour_Finals-SF-Pete_Sampras-Jonas_Bjorkman	11	7	9	14	20.0	21.0	8	5	4	7	12.0	12.0
209	19971116-M-Tour_Finals-F-Pete_Sampras-Yevgeny_Kafelnikov	13	8	5	20	18.0	28.0	10	7	5	4	15.0	11.0
210	19980201-M-Australian_Open-F-Petr_Korda-Marcelo_Rios	8	6	14	17	22.0	23.0	15	1	12	4	27.0	5.0
211	19980209-M-San_Jose-F-Pete_Sampras-Andre_Agassi	10	7	3	9	13.0	16.0	4	10	4	9	8.0	19.0
212	19980223-M-Philadelphia-F-Pete_Sampras-Thomas_Enqvist	5	5	4	13	9.0	18.0	12	5	6	8	18.0	13.0
213	19980315-M-Indian_Wells_Masters-F-Marcelo_Rios-Greg_Rusedski	5	19	17	20	22.0	39.0	30	12	12	24	42.0	36.0
214	19980329-M-Miami_Masters-F-Marcelo_Rios-Andre_Agassi	12	11	11	23	23.0	34.0	19	7	13	9	32.0	16.0
215	19980607-M-Roland_Garros-F-Alex_Corretja-Carlos_Moya	20	6	16	11	36.0	17.0	14	6	25	19	39.0	25.0
216	19980705-M-Wimbledon-F-Goran_Ivanisevic-Pete_Sampras	15	19	4	21	19.0	40.0	5	28	4	13	9.0	41.0
217	19980802-M-Kitzbuhel-SF-Andrea_Gaudenzi-Francisco_Clavet	21	3	12	20	33.0	23.0	7	4	12	6	19.0	10.0
218	19980809-M-Canada_Masters-F-Patrick_Rafter-Richard_Krajicek	4	12	3	10	7.0	22.0	7	6	6	9	13.0	15.0
219	19980810-M-Cincinnati_Masters-SF-Yevgeny_Kafelnikov-Patrick_Rafter	13	3	6	6	19.0	9.0	5	9	4	8	9.0	17.0
220	19980816-M-Cincinnati_Masters-F-Pete_Sampras-Patrick_Rafter	9	4	3	7	12.0	11.0	4	8	4	10	8.0	18.0
221	19980817-M-New_Haven-R32-Pete_Sampras-Lleyton_Hewitt	8	11	15	11	23.0	22.0	8	4	7	3	15.0	7.0
222	19980913-M-US_Open-F-Patrick_Rafter-Mark_Philippoussis	2	16	0	16	2.0	32.0	7	12	5	13	12.0	25.0
223	19981005-M-Basel-R32-Andre_Agassi-Roger_Federer	6	5	9	4	15.0	9.0	10	1	11	6	21.0	7.0
224	19981101-M-Stuttgart_Masters-F-Yevgeny_Kafelnikov-Richard_Krajicek	9	9	7	9	16.0	18.0	6	11	6	12	12.0	23.0
225	19981102-M-Paris_Masters-R32-Todd_Woodbridge-Marcelo_Rios	12	2	8	7	20.0	9.0	7	3	1	5	8.0	8.0
226	19981108-M-Paris_Masters-F-Pete_Sampras-Greg_Rusedski	15	9	5	15	20.0	24.0	8	9	4	17	12.0	26.0
227	19981123-M-Tour_Finals-RR-Pete_Sampras-Carlos_Moya	5	4	5	13	10.0	17.0	3	6	3	8	6.0	14.0
228	19981123-M-Tour_Finals-RR-Pete_Sampras-Karol_Kucera	4	8	5	8	9.0	16.0	5	3	6	4	11.0	7.0
229	19981129-M-Tour_Finals-F-Alex_Corretja-Carlos_Moya	23	20	30	26	53.0	46.0	28	16	28	24	56.0	40.0
230	19990131-M-Australian_Open-F-Yevgeny_Kafelnikov-Thomas_Enqvist	17	3	12	12	29.0	15.0	32	12	30	15	62.0	27.0
231	19990314-M-Indian_Wells_Masters-F-Carlos_Moya-Mark_Philippoussis	15	6	13	22	28.0	28.0	27	19	17	19	44.0	38.0
232	19990425-M-Monte_Carlo_Masters-F-Marcelo_Rios-Gustavo_Kuerten	8	3	13	11	21.0	14.0	6	3	1	6	7.0	9.0
233	19990508-M-Hamburg_Masters-SF-Marcelo_Rios-Carlos_Moya	20	6	14	7	34.0	13.0	11	5	23	9	34.0	14.0
234	19990509-M-Hamburg_Masters-F-Marcelo_Rios-Mariano_Zabaleta	32	16	21	23	53.0	39.0	51	10	35	40	86.0	50.0
235	19990516-M-Rome_Masters-F-Patrick_Rafter-Gustavo_Kuerten	12	6	11	11	23.0	17.0	13	21	4	7	17.0	28.0
236	19990606-M-Roland_Garros-F-Andrei_Medvedev-Andre_Agassi	26	13	31	20	57.0	33.0	21	16	27	22	48.0	38.0
237	19990704-M-Wimbledon-F-Pete_Sampras-Andre_Agassi	8	9	3	22	11.0	31.0	7	10	6	12	13.0	22.0
238	19990716-M-Davis_Cup_World_Group_QF-RR-Roger_Federer-Xavier_Malisse	31	7	43	35	74.0	42.0	13	10	36	12	49.0	22.0
239	19990815-M-Cincinnati_Masters-F-Patrick_Rafter-Pete_Sampras	3	3	2	3	5.0	6.0	6	8	2	5	8.0	13.0
240	19990912-M-US_Open-F-Todd_Martin-Andre_Agassi	21	28	19	18	40.0	46.0	9	14	13	18	22.0	32.0
241	19991122-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi	12	5	6	9	18.0	14.0	3	8	0	4	3.0	12.0
242	19991128-M-Tour_Finals-F-Pete_Sampras-Andre_Agassi	24	11	7	17	31.0	28.0	13	9	11	1	24.0	10.0
243	20000130-M-Australian_Open-F-Yevgeny_Kafelnikov-Andre_Agassi	26	16	19	22	45.0	38.0	15	12	11	14	26.0	26.0
244	20000205-M-Davis_Cup_World_Group_R1-RR-Roger_Federer-Lleyton_Hewitt	36	8	23	21	59.0	29.0	8	10	16	15	24.0	25.0
245	20000213-M-Marseille-F-Marc_Rosset-Roger_Federer	4	6	11	9	15.0	15.0	6	9	11	11	17.0	20.0
246	20000326-M-Miami_Masters-F-Pete_Sampras-Gustavo_Kuerten	19	15	13	20	32.0	35.0	15	15	14	21	29.0	36.0
247	20000514-M-Rome_Masters-F-Magnus_Norman-Gustavo_Kuerten	17	13	25	21	42.0	34.0	29	12	23	22	52.0	34.0
248	20000611-M-Roland_Garros-F-Magnus_Norman-Gustavo_Kuerten	22	11	46	36	68.0	47.0	30	6	30	22	60.0	28.0
249	20000612-M-Queens_Club-QF-Bob_Bryan-Pete_Sampras	0	4	4	4	4.0	8.0	7	18	1	14	8.0	32.0
250	20000619-M-Queens_Club-F-Pete_Sampras-Lleyton_Hewitt	12	7	8	11	20.0	18.0	2	6	3	9	5.0	15.0
251	20000709-M-Wimbledon-F-Patrick_Rafter-Pete_Sampras	14	13	6	8	20.0	21.0	9	16	14	11	23.0	27.0
252	20000910-M-US_Open-F-Pete_Sampras-Marat_Safin	12	8	9	12	21.0	20.0	5	13	5	12	10.0	25.0
253	20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas	25	9	25	19	50.0	28.0	31	12	22	21	53.0	33.0
254	20001028-M-Basel-SF-Lleyton_Hewitt-Roger_Federer	12	2	8	4	20.0	6.0	14	5	8	8	22.0	13.0
255	20001029-M-Basel-F-Thomas_Enqvist-Roger_Federer	16	17	17	26	33.0	43.0	10	15	22	24	32.0	39.0
256	20001119-M-Paris_Masters-F-Mark_Philippoussis-Marat_Safin	18	12	13	23	31.0	35.0	27	15	10	19	37.0	34.0
257	20001127-M-Tour_Finals-RR-Pete_Sampras-Lleyton_Hewitt	16	4	13	7	29.0	11.0	3	2	4	12	7.0	14.0
258	20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi	10	13	14	5	24.0	18.0	7	7	7	11	14.0	18.0
259	20001203-M-Tour_Finals-F-Andre_Agassi-Gustavo_Kuerten	17	3	10	5	27.0	8.0	26	15	16	16	42.0	31.0
260	20010128-M-Australian_Open-F-Arnaud_Clement-Andre_Agassi	20	9	16	18	36.0	27.0	16	7	11	6	27.0	13.0
261	20010204-M-Milan-F-Julien_Boutter-Roger_Federer	23	9	23	18	46.0	27.0	12	3	15	12	27.0	15.0
262	20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude	20	4	18	18	38.0	22.0	21	13	13	6	34.0	19.0
263	20010312-M-Indian_Wells-QF-Nicolas_Lapentti-Andre_Agassi	10	1	7	4	17.0	5.0	2	3	7	8	9.0	11.0
264	20010318-M-Indian_Wells_Masters-F-Pete_Sampras-Andre_Agassi	27	10	15	10	42.0	20.0	8	11	7	12	15.0	23.0
265	20010319-M-Miami_Masters-R32-Pete_Sampras-Andy_Roddick	9	6	9	6	18.0	12.0	4	5	3	13	7.0	18.0
266	20010325-M-Miami_Masters-F-Jan_Michael_Gambill-Andre_Agassi	17	7	15	7	32.0	14.0	4	7	13	10	17.0	17.0
267	20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin	29	12	35	24	64.0	36.0	32	8	20	13	52.0	21.0
268	20010508-M-Rome_Masters-R64-Marcelo_Rios-Davide_Sanguinetti	25	4	23	12	48.0	16.0	27	5	11	4	38.0	9.0
269	20010610-M-Roland_Garros-F-Alex_Corretja-Gustavo_Kuerten	28	20	22	16	50.0	36.0	18	15	31	18	49.0	33.0
270	20010611-M-Halle-QF-Patrick_Rafter-Roger_Federer	3	15	4	19	7.0	34.0	3	12	2	19	5.0	31.0
271	20010622-M-s_Hertogenbosch-SF-Roger_Federer-Lleyton_Hewitt	9	7	5	7	14.0	14.0	2	4	2	6	4.0	10.0
272	20010702-M-Wimbledon-R16-Roger_Federer-Pete_Sampras	14	17	14	25	28.0	42.0	20	18	14	23	34.0	41.0
273	20010709-M-Wimbledon-F-Goran_Ivanisevic-Patrick_Rafter	11	17	10	25	21.0	42.0	6	23	7	26	13.0	49.0
274	20010805-M-Canada_Masters-F-Patrick_Rafter-Andrei_Pavel	10	13	14	14	24.0	27.0	8	13	9	11	17.0	24.0
275	20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi	4	2	9	5	13.0	7.0	11	10	4	8	15.0	18.0
276	20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi	25	22	18	30	43.0	52.0	8	16	9	20	17.0	36.0
277	20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt	14	0	17	6	31.0	6.0	5	9	4	10	9.0	19.0
278	20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt	13	11	14	9	27.0	20.0	8	14	4	13	12.0	27.0
279	20011028-M-Basel-F-Tim_Henman-Roger_Federer	8	7	11	15	19.0	22.0	19	10	9	13	28.0	23.0
280	20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi	4	4	6	15	10.0	19.0	9	10	6	14	15.0	24.0
281	20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt	18	11	12	2	30.0	13.0	10	4	9	9	19.0	13.0
282	20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt	20	8	22	19	42.0	27.0	12	5	12	4	24.0	9.0
283	20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela	8	2	7	14	15.0	16.0	9	4	6	2	15.0	6.0
284	20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin	25	20	15	16	40.0	36.0	27	12	11	10	38.0	22.0
285	20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti	15	8	11	14	26.0	22.0	12	9	11	14	23.0	23.0
286	20020303-M-San_Jose-F-Lleyton_Hewitt-Andre_Agassi	22	18	22	27	44.0	45.0	16	11	17	10	33.0	21.0
287	20020317-M-Indian_Wells_Masters-F-Tim_Henman-Lleyton_Hewitt	12	4	18	2	30.0	6.0	7	5	10	8	17.0	13.0
288	20020324-M-Miami_Masters-F-Roger_Federer-Andre_Agassi	23	5	26	24	49.0	29.0	16	4	22	8	38.0	12.0
289	20020329-M-Miami_Masters-SF-Roger_Federer-Lleyton_Hewitt	11	12	17	9	28.0	21.0	14	3	11	6	25.0	9.0
290	20020428-M-Houston-SF-Pete_Sampras-Andre_Agassi	7	4	6	9	13.0	13.0	10	6	10	5	20.0	11.0
291	20020512-M-Rome_Masters-F-Tommy_Haas-Andre_Agassi	26	7	14	11	40.0	18.0	11	7	8	12	19.0	19.0
292	20020519-M-Hamburg_Masters-F-Roger_Federer-Marat_Safin	22	15	10	16	32.0	31.0	22	11	14	4	36.0	15.0
293	20020609-M-Roland_Garros-F-Albert_Costa-Juan_Carlos_Ferrero	20	8	15	29	35.0	37.0	19	5	23	16	42.0	21.0
294	20020707-M-Wimbledon-F-David_Nalbandian-Lleyton_Hewitt	22	9	17	2	39.0	11.0	12	5	16	18	28.0	23.0
295	20020804-M-Canada_Masters-F-Andy_Roddick-Guillermo_Canas	12	2	9	9	21.0	11.0	4	2	4	8	8.0	10.0
296	20020810-M-Cincinnati_Masters-QF-Andre_Agassi-Lleyton_Hewitt	16	3	14	4	30.0	7.0	16	3	12	14	28.0	17.0
297	20020811-M-Cincinnati_Masters-F-Carlos_Moya-Lleyton_Hewitt	9	6	33	14	42.0	20.0	10	5	16	8	26.0	13.0
298	20020908-M-US_Open-F-Pete_Sampras-Andre_Agassi	22	19	11	23	33.0	42.0	12	5	9	14	21.0	19.0
299	20021013-M-Vienna-F-Roger_Federer-Jiri_Novak	15	13	12	29	27.0	42.0	15	5	15	14	30.0	19.0
300	20021101-M-Paris_Masters-QF-Roger_Federer-Lleyton_Hewitt	23	1	15	14	38.0	15.0	6	5	13	9	19.0	14.0
301	20021110-M-Paris_Masters-F-Marat_Safin-Lleyton_Hewitt	12	12	15	14	27.0	26.0	12	3	12	14	24.0	17.0
302	20021111-M-Masters_Cup-RR-Andre_Agassi-Jiri_Novak	9	5	12	9	21.0	14.0	4	6	7	11	11.0	17.0
303	20021116-M-Masters_Cup-SF-Roger_Federer-Lleyton_Hewitt	15	5	33	31	48.0	36.0	13	9	23	16	36.0	25.0
304	20021117-M-Masters_Cup-F-Lleyton_Hewitt-Juan_Carlos_Ferrero	25	11	30	24	55.0	35.0	17	9	18	16	35.0	25.0
305	20030126-M-Australian_Open-F-Rainer_Schuettler-Andre_Agassi	17	4	13	7	30.0	11.0	10	11	4	11	14.0	22.0
306	20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer	7	5	9	11	16.0	16.0	11	11	4	12	15.0	23.0
307	20030301-M-Dubai-F-Roger_Federer-Jiri_Novak	9	8	11	11	20.0	19.0	10	4	12	5	22.0	9.0
308	20030316-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Gustavo_Kuerten	5	4	8	10	13.0	14.0	19	4	11	4	30.0	8.0
309	20030330-M-Miami_Masters-F-Andre_Agassi-Carlos_Moya	9	5	4	12	13.0	17.0	7	4	15	7	22.0	11.0
310	20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen	3	4	7	20	10.0	24.0	10	5	4	5	14.0	10.0
311	20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi	24	9	15	8	39.0	17.0	21	5	18	10	39.0	15.0
312	20030511-M-Rome_Masters-F-Felix_Mantilla-Roger_Federer	20	7	12	9	32.0	16.0	33	17	36	29	69.0	46.0
313	20030518-M-Hamburg_Masters-F-Guillermo_Coria-Agustin_Calleri	7	3	5	15	12.0	18.0	28	12	20	19	48.0	31.0
314	20030608-M-Roland_Garros-F-Martin_Verkerk-Juan_Carlos_Ferrero	14	7	21	9	35.0	16.0	8	8	12	19	20.0	27.0
315	20030615-M-Halle-F-Roger_Federer-Nicolas_Kiefer	6	9	6	12	12.0	21.0	1	1	11	5	12.0	6.0
316	20030701-M-Wimbledon-SF-Andy_Roddick-Roger_Federer	7	10	7	9	14.0	19.0	12	16	11	23	23.0	39.0
317	20030706-M-Wimbledon-F-Roger_Federer-Mark_Philippoussis	3	12	3	18	6.0	30.0	6	6	7	9	13.0	15.0
318	20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak	20	10	22	26	42.0	36.0	16	15	24	16	40.0	31.0
319	20030804-M-Canada_Masters-R16-Roger_Federer-Tommy_Robredo	5	3	7	12	12.0	15.0	8	4	6	9	14.0	13.0
320	20030809-M-Canada_Masters-SF-Roger_Federer-Andy_Roddick	12	8	9	18	21.0	26.0	7	4	15	16	22.0	20.0
321	20030810-M-Canada_Masters-F-Andy_Roddick-David_Nalbandian	3	2	10	5	13.0	7.0	15	1	14	5	29.0	6.0
322	20030817-M-Cincinnati_Masters-F-Andy_Roddick-Mardy_Fish	12	4	18	10	30.0	14.0	14	14	23	22	37.0	36.0
323	20030906-M-US_Open-SF-Andy_Roddick-David_Nalbandian	22	8	18	20	40.0	28.0	19	15	23	29	42.0	44.0
324	20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero	8	4	8	13	16.0	17.0	11	7	9	14	20.0	21.0
325	20030921-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Lleyton_Hewitt	38	11	28	31	66.0	42.0	19	6	19	16	38.0	22.0
326	20031012-M-Vienna-F-Roger_Federer-Carlos_Moya	15	8	12	15	27.0	23.0	8	5	16	10	24.0	15.0
327	20031019-M-Madrid_Masters-F-Juan_Carlos_Ferrero-Nicolas_Massu	14	5	16	10	30.0	15.0	16	5	22	7	38.0	12.0
328	20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero	9	3	3	14	12.0	17.0	7	4	10	4	17.0	8.0
329	20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi	11	10	8	16	19.0	26.0	12	2	16	9	28.0	11.0
330	20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt	14	10	28	26	42.0	36.0	8	4	21	6	29.0	10.0
331	20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero	13	3	12	16	25.0	19.0	8	6	10	7	18.0	13.0
332	20040201-M-Australian_Open-F-Roger_Federer-Marat_Safin	15	7	20	23	35.0	30.0	24	5	18	10	42.0	15.0
333	20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez	6	4	11	8	17.0	12.0	13	7	18	14	31.0	21.0
334	20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman	8	4	5	5	13.0	9.0	10	0	13	4	23.0	4.0
335	20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coira	17	7	16	18	33.0	25.0	11	10	16	7	27.0	17.0
336	20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria	17	7	16	18	33.0	25.0	11	10	16	7	27.0	17.0
337	20040328-M-Miami_Masters-R32-Roger_Federer-Rafael_Nadal	3	1	15	10	18.0	11.0	10	3	4	10	14.0	13.0
338	20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian	12	5	11	19	23.0	24.0	12	1	16	11	28.0	12.0
339	20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt	6	4	8	11	14.0	15.0	10	1	8	1	18.0	2.0
340	20040516-M-Hamburg_Masters-F-Roger_Federer-Guillermo_Coria	13	6	24	20	37.0	26.0	18	7	16	7	34.0	14.0
341	20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria	27	11	36	19	63.0	30.0	22	7	45	25	67.0	32.0
342	20040613-M-Halle-F-Roger_Federer-Mardy_Fish	4	9	6	12	10.0	21.0	10	4	7	8	17.0	12.0
343	20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt	13	10	25	18	38.0	28.0	15	8	12	12	27.0	20.0
344	20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer	5	4	19	14	24.0	18.0	16	9	13	30	29.0	39.0
345	20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick	14	15	13	25	27.0	40.0	14	10	24	25	38.0	35.0
346	20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev	8	7	18	18	26.0	25.0	15	7	21	13	36.0	20.0
347	20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez	11	3	4	6	15.0	9.0	8	7	13	8	21.0	15.0
348	20040801-M-Canada_Masters-F-Roger_Federer-Andy_Roddick	9	7	7	11	16.0	18.0	5	8	18	9	23.0	17.0
349	20040807-M-Cincinnati_Masters-SF-Andy_Roddick-Andre_Agassi	16	4	17	20	33.0	24.0	5	10	8	15	13.0	25.0
350	20040807-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Tommy_Robredo	1	1	7	7	8.0	8.0	3	0	10	7	13.0	7.0
351	20040808-M-Cincinnati_Masters-F-Andre_Agassi-Lleyton_Hewitt	11	6	14	5	25.0	11.0	18	7	12	7	30.0	14.0
352	20040909-M-US_Open-QF-Lleyton_Hewitt-Tommy_Haas	9	12	4	14	13.0	26.0	9	8	20	11	29.0	19.0
353	20040911-M-US_Open-SF-Lleyton_Hewitt-Joachim_Johansson	4	8	9	9	13.0	17.0	19	2	25	15	44.0	17.0
354	20040912-M-US_Open-F-Lleyton_Hewitt-Roger_Federer	7	5	17	4	24.0	9.0	13	2	15	24	28.0	26.0
355	20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer	6	1	11	4	17.0	5.0	6	3	9	17	15.0	20.0
356	20041025-M-St_Petersburg-F-Karol_Beck-Mikhail_Youzhny	13	3	14	3	27.0	6.0	5	8	5	5	10.0	13.0
357	20041026-M-St_Petersburg-R32-Sargis_Sargsian-Irakli_Labadze	11	9	10	5	21.0	14.0	10	2	19	12	29.0	14.0
358	20041115-M-Masters_Cup-F-Roger_Federer-Lleyton_Hewitt	8	4	4	14	12.0	18.0	5	2	4	5	9.0	7.0
359	20041115-M-Masters_Cup-SF-Roger_Federer-Marat_Safin	13	8	9	16	22.0	24.0	15	7	15	12	30.0	19.0
360	20041117-M-Masters_Cup-RR-Roger_Federer-Lleyton_Hewitt	10	3	9	13	19.0	16.0	8	1	14	5	22.0	6.0
361	20041120-M-Masters_Cup-SF-Lleyton_Hewitt-Andy_Roddick	2	4	2	7	4.0	11.0	15	1	12	5	27.0	6.0
362	20050108-M-Doha-F-Roger_Federer-Ivan_Ljubicic	6	3	4	11	10.0	14.0	15	4	10	5	25.0	9.0
363	20050114-M-Australian_Open-R16-Lleyton_Hewitt-Rafael_Nadal	24	10	36	31	60.0	41.0	23	8	31	31	54.0	39.0
364	20050117-M-Australian_Open-R128-Novak_Djokovic-Marat_Safin	8	1	18	1	26.0	2.0	9	4	9	11	18.0	15.0
365	20050126-M-Australian_Open-QF-Lleyton_Hewitt-David_Nalbandian	23	9	24	21	47.0	30.0	38	12	21	20	59.0	32.0
366	20050127-M-Australian_Open-SF-Roger_Federer-Marat_Safin	16	22	24	26	40.0	48.0	32	17	22	24	54.0	41.0
367	20050128-M-Australian_Open-SF-Andy_Roddick-Lleyton_Hewitt	22	9	25	22	47.0	31.0	6	10	11	21	17.0	31.0
368	20050130-M-Australian_Open-F-Lleyton_Hewitt-Marat_Safin	11	7	7	16	18.0	23.0	23	13	16	20	39.0	33.0
369	20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic	13	17	18	17	31.0	34.0	11	5	12	11	23.0	16.0
370	20050221-M-Dubai-SF-Roger_Federer-Andre_Agassi	9	3	7	10	16.0	13.0	8	1	8	2	16.0	3.0
371	20050226-M-Acapulco-F-Rafael_Nadal-Albert_Montanes	0	2	7	16	7.0	18.0	3	3	10	7	13.0	10.0
372	20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic	11	9	13	11	24.0	20.0	21	13	14	6	35.0	19.0
373	20050318-M-Indian_Wells_Masters-SF-Roger_Federer-Guillermo_Canas	6	5	11	11	17.0	16.0	8	2	7	6	15.0	8.0
374	20050319-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andy_Roddick	10	12	14	20	24.0	32.0	19	8	24	14	43.0	22.0
375	20050320-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Roger_Federer	15	4	14	6	29.0	10.0	20	9	13	18	33.0	27.0
376	20050403-M-Miami_Masters-F-Roger_Federer-Rafael_Nadal	22	12	40	38	62.0	50.0	24	14	22	17	46.0	31.0
377	20050415-M-Monte_Carlo_Masters-QF-Roger_Federer-Richard_Gasquet	15	13	18	16	33.0	29.0	20	10	10	18	30.0	28.0
378	20050417-M-Monte_Carlo_Masters-F-Rafael_Nadal-Guillermo_Coria	16	4	26	21	42.0	25.0	23	10	33	23	56.0	33.0
379	20050505-M-Rome_Masters-R16-Andy_Roddick-Fernando_Verdasco	19	4	23	15	42.0	19.0	20	12	28	32	48.0	44.0
380	20050507-M-Rome_Masters-SF-Andre_Agassi-Guillermo_Coria	17	5	22	19	39.0	24.0	7	5	7	13	14.0	18.0
381	20050508-M-Rome_Masters-F-Rafael_Nadal-Guillermo_Coria	34	13	42	46	76.0	59.0	28	21	52	37	80.0	58.0
382	20050515-M-Hamburg_Masters-F-Roger_Federer-Richard_Gasquet	23	11	14	22	37.0	33.0	18	9	12	10	30.0	19.0
383	20050601-M-Roland_Garros-SF-Roger_Federer-Rafael_Nadal	21	11	40	25	61.0	36.0	17	8	17	13	34.0	21.0
384	20050612-M-Halle-F-Roger_Federer-Marat_Safin	10	5	5	13	15.0	18.0	15	4	19	14	34.0	18.0
385	20050701-M-Wimbledon-SF-Roger_Federer-Lleyton_Hewitt	13	10	11	23	24.0	33.0	15	6	11	16	26.0	22.0
386	20050703-M-Wimbledon-F-Roger_Federer-Andy_Roddick	15	14	5	20	20.0	34.0	8	3	11	6	19.0	9.0
387	20050815-M-Canada_Masters-F-Rafael_Nadal-Andre_Agassi	5	5	9	7	14.0	12.0	19	4	14	10	33.0	14.0
388	20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer	10	3	8	4	18.0	7.0	8	4	7	9	15.0	13.0
389	20050821-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Andy_Roddick	8	9	7	18	15.0	27.0	5	3	10	13	15.0	16.0
390	20050908-M-US_Open-QF-Andre_Agassi-James_Blake	16	10	27	27	43.0	37.0	11	8	18	28	29.0	36.0
391	20050910-M-US_Open-SF-Roger_Federer-Lleyton_Hewitt	18	10	24	30	42.0	40.0	22	11	22	19	44.0	30.0
392	20050911-M-US_Open-F-Roger_Federer-Andre_Agassi	26	10	13	26	39.0	36.0	17	8	12	14	29.0	22.0
393	20051002-M-Bangkok-F-Roger_Federer-Andy_Murray	17	3	6	16	23.0	19.0	16	3	14	7	30.0	10.0
